product,category,avg_price,nb_concurrents,nb_occurrences,cat_total_products,cat_avg_price,cat_nb_concurrents,feat_cat_popularity,feat_price_distance,feat_occurrence_score,feat_concurrent_coverage,predicted_category,confidence_score,correct_prediction,cat_score,feat_price_attractiveness,product_score,niveau_recommandation
q-oval salad bowl - makroudh rouge,handcrafted ceramics,37.44,1,1,262,31.49497709923664,1,0.5368852459016393,0.18876097903708183,1.0,1.0,handcrafted ceramics,0.98,True,0.5186972272492326,0.8412119994130512,0.7500468173257502,Priorite haute
q-handmade ceramic octagonal dish,handcrafted ceramics,24.96,1,1,262,31.49497709923664,1,0.5368852459016393,0.20749267005824745,1.0,1.0,handcrafted ceramics,0.98,True,0.5186972272492326,0.8281623771279388,0.7493943362114945,Priorite moyenne
q-blue floral ceramic trivet,handcrafted ceramics,24.96,1,1,262,31.49497709923664,1,0.5368852459016393,0.20749267005824745,1.0,1.0,handcrafted ceramics,0.98,True,0.5186972272492326,0.8281623771279388,0.7493943362114945,Priorite moyenne
q-handmade ceramics flat plate,handcrafted ceramics,24.96,1,1,262,31.49497709923664,1,0.5368852459016393,0.20749267005824745,1.0,1.0,handcrafted ceramics,0.98,True,0.5186972272492326,0.8281623771279388,0.7493943362114945,Priorite moyenne
a-table patchwork céramique,arts de la table,300.0,1,1,310,67.45709677419354,2,0.6352459016393442,3.4472710937583253,1.0,1.0,arts de la table,0.91,True,0.6118659359007829,0.22485699183112184,0.7493518106896597,Priorite moyenne
k-pack vera craquelé,arts de la table,211.0,1,1,310,67.45709677419354,2,0.6352459016393442,2.1279140070078792,1.0,1.0,arts de la table,0.89,True,0.6118659359007829,0.31970188367057656,0.7490940552816324,Priorite moyenne
q-deep salad bowl blue color,handcrafted ceramics,34.32,1,1,262,31.49497709923664,1,0.5368852459016393,0.08969756676324957,1.0,1.0,handcrafted ceramics,0.96,True,0.5186972272492326,0.9176858153132524,0.7488705081207602,Priorite moyenne
q-handmade ceramics decorated plate,handcrafted ceramics,21.84,1,1,262,31.49497709923664,1,0.5368852459016393,0.30655608233207987,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.7653708964525227,0.7487547621777237,Priorite moyenne
q-floral ceramic seashell bowl,handcrafted ceramics,18.72,1,1,262,31.49497709923664,1,0.5368852459016393,0.40561949460591223,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.7114300874721191,0.7485577217287036,Priorite moyenne
q-ceramic deep plate eye safari,handcrafted ceramics,18.72,1,1,262,31.49497709923664,1,0.5368852459016393,0.40561949460591223,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.7114300874721191,0.7485577217287036,Priorite moyenne
a-serviettes en lin,arts de la table,1.5,1,1,310,67.45709677419354,2,0.6352459016393442,0.9777636297810927,1.0,1.0,arts de la table,0.85,True,0.6118659359007829,0.5056215944827969,0.7483900408222435,Priorite moyenne
q-artisan ceramic plate handcrafted from tunisia,handcrafted ceramics,39.0,1,1,262,31.49497709923664,1,0.5368852459016393,0.23829268517399807,1.0,1.0,handcrafted ceramics,0.98,True,0.5186972272492326,0.8075635202993107,0.7483643933700631,Priorite moyenne
q-ceramic rectangular dish,handcrafted ceramics,28.08,1,1,262,31.49497709923664,1,0.5368852459016393,0.1084292577844152,1.0,1.0,handcrafted ceramics,0.96,True,0.5186972272492326,0.9021775570944878,0.748095095209822,Priorite moyenne
q-ceramic butter dish,handcrafted ceramics,28.08,1,1,262,31.49497709923664,1,0.5368852459016393,0.1084292577844152,1.0,1.0,handcrafted ceramics,0.96,True,0.5186972272492326,0.9021775570944878,0.748095095209822,Priorite moyenne
q-plat apéritif khomsa – flowers,handcrafted ceramics,42.12,1,1,262,31.49497709923664,1,0.5368852459016393,0.33735609744783035,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.747744001697356,0.7478734174399655,Priorite moyenne
q-bowl – flowers,handcrafted ceramics,23.4,1,1,262,31.49497709923664,1,0.5368852459016393,0.2570243761951637,1.0,1.0,handcrafted ceramics,0.98,True,0.5186972272492326,0.795529521095573,0.7477626934098762,Priorite moyenne
q-decorated deep salad bowl,handcrafted ceramics,37.44,1,1,262,31.49497709923664,1,0.5368852459016393,0.18876097903708183,1.0,1.0,handcrafted ceramics,0.97,True,0.5186972272492326,0.8412119994130512,0.7475468173257501,Priorite moyenne
q-decorated ceramic deep salad profond,handcrafted ceramics,37.44,1,1,262,31.49497709923664,1,0.5368852459016393,0.18876097903708183,1.0,1.0,handcrafted ceramics,0.97,True,0.5186972272492326,0.8412119994130512,0.7475468173257501,Priorite moyenne
q-floral ceramic camel oil bottle,handcrafted ceramics,21.84,1,1,262,31.49497709923664,1,0.5368852459016393,0.30655608233207987,1.0,1.0,handcrafted ceramics,0.98,True,0.5186972272492326,0.7653708964525227,0.7462547621777237,Priorite moyenne
q-handmade ceramic oval plate,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-handmade ceramics bowl,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-ceramic olive oil bottle – tunisia craft,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-handmade ceramic trivets,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-handmade ceramics blue octogonal dish,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-modern & simple handmade ceramic tajine,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-handmade orange ceramic serving platters,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-handmade deep ceramic bowl,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-handmade floral ceramic tea-pot,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-traditional tunisian clay olive oil bottle,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-handmade floral ceramic oval dish,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-handmade decorated ceramic plate dish,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-handmade decorated ceramic dinner plate,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-handmade decorated ceramic bowl,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-andalusian design ceramic bottle,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-handmade ceramic cup & saucer,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-ceramic flared tankard,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-tunisian pottery olive oil bottle,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-ceramic decorated bowl,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-handmade floral large ceramic bowl,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-handmade floral rectangular ceramic plate,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-handmade orange ceramic plate dish,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-ceramic serving platters,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-floral ceramic plate,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-handmade ceramic oval plate green,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-tunisian artisan ceramic olive oil bottle,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-tunisian ceramic oil pourer – authentic north african craft,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-artisan wall tiles – ceramic,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-tunisian handmade ceramic olive oil dispenser,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-tunisian ceramic oil dispenser,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-decorative ceramic oil bottle from tunisia,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-ceramic octagonal bowl,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6645918521621917,0.7462158099632071,Priorite moyenne
q-handmade tunisian ceramic olive oil bottle,handcrafted ceramics,18.72,1,1,262,31.49497709923664,1,0.5368852459016393,0.40561949460591223,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.7114300874721191,0.7460577217287037,Priorite moyenne
q-handmade ceramic tajine,handcrafted ceramics,49.92,1,1,262,31.49497709923664,1,0.5368852459016393,0.5850146281324113,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6309090037725889,0.744531667543727,Priorite moyenne
q-handmade ceramic bread basket,handcrafted ceramics,24.96,1,1,262,31.49497709923664,1,0.5368852459016393,0.20749267005824745,1.0,1.0,handcrafted ceramics,0.96,True,0.5186972272492326,0.8281623771279388,0.7443943362114945,Priorite moyenne
q-handmade flat plate : green ceramics,handcrafted ceramics,24.96,1,1,262,31.49497709923664,1,0.5368852459016393,0.20749267005824745,1.0,1.0,handcrafted ceramics,0.96,True,0.5186972272492326,0.8281623771279388,0.7443943362114945,Priorite moyenne
q-handmade large ceramic bowl,handcrafted ceramics,16.38,1,1,262,31.49497709923664,1,0.5368852459016393,0.47991705381128646,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.6757135458535748,0.7442718946477764,Priorite moyenne
q-bottle oil handmade arabica design,handcrafted ceramics,12.48,1,1,262,31.49497709923664,1,0.5368852459016393,0.6037463191535769,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6235400125674356,0.7441632179834694,Priorite moyenne
q-handcrafted tunisian olive oil bottle,handcrafted ceramics,12.48,1,1,262,31.49497709923664,1,0.5368852459016393,0.6037463191535769,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6235400125674356,0.7441632179834694,Priorite moyenne
q-ceramic olive oil bottle from tunisia,handcrafted ceramics,12.48,1,1,262,31.49497709923664,1,0.5368852459016393,0.6037463191535769,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6235400125674356,0.7441632179834694,Priorite moyenne
q-bottle oil handmade arena design,handcrafted ceramics,12.48,1,1,262,31.49497709923664,1,0.5368852459016393,0.6037463191535769,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6235400125674356,0.7441632179834694,Priorite moyenne
q-tunisian ceramic bottle for olive oil,handcrafted ceramics,12.48,1,1,262,31.49497709923664,1,0.5368852459016393,0.6037463191535769,1.0,1.0,handcrafted ceramics,1.0,True,0.5186972272492326,0.6235400125674356,0.7441632179834694,Priorite moyenne
q-handmade octagonal ceramic dish,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.6645918521621917,0.7437158099632072,Priorite moyenne
q-handmade rectangular dish,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.6645918521621917,0.7437158099632072,Priorite moyenne
q-handmade red ceramic dinner plate,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.6645918521621917,0.7437158099632072,Priorite moyenne
q-handmade decorated rectangular ceramic dish,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.6645918521621917,0.7437158099632072,Priorite moyenne
q-handmade decorated ceramic cup : khat design,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.6645918521621917,0.7437158099632072,Priorite moyenne
q-handmade decorated ceramic tajine,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.6645918521621917,0.7437158099632072,Priorite moyenne
q-blue ceramic oval plate,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.6645918521621917,0.7437158099632072,Priorite moyenne
q-floral ceramic champagne glass,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.6645918521621917,0.7437158099632072,Priorite moyenne
q-floral ceramic napkin holder,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.6645918521621917,0.7437158099632072,Priorite moyenne
q-decorated ceramic olive oil pourer,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.6645918521621917,0.7437158099632072,Priorite moyenne
q-floral ceramic butter dish,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.6645918521621917,0.7437158099632072,Priorite moyenne
q-oval design multi-purpose bottle with a fish design,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,0.99,True,0.5186972272492326,0.6645918521621917,0.7437158099632072,Priorite moyenne
