FactAchatPK,dateFK,documentFK,productFK,supplierFK,quantity,price,remise,total_ht,tva,timbre,total_ttc,startDate,endDate,flag
446,-1,1418,7231,3,0,15,0,15,0,0,"",2026-03-24 13:30:36.477,,y
447,-1,1418,7232,3,0,90,0,90,0,0,"",2026-03-24 13:30:36.477,,y
448,-1,1418,7237,6,0,60,0,60,0,0,"",2026-03-24 13:30:36.477,,y
449,-1,1418,7238,6,0,60,0,60,0,0,"",2026-03-24 13:30:36.477,,y
450,-1,1418,7239,6,0,60,0,60,0,0,"",2026-03-24 13:30:36.477,,y
451,-1,1418,7240,6,0,100,0,100,0,0,"",2026-03-24 13:30:36.477,,y
452,-1,1418,7242,7,0,48,0,48,0,0,"",2026-03-24 13:30:36.477,,y
453,-1,1418,7243,7,0,58,0,58,0,0,"",2026-03-24 13:30:36.477,,y
454,-1,1418,7244,7,0,28,0,28,0,0,"",2026-03-24 13:30:36.477,,y
455,-1,1418,7245,1,0,7,0,7,0,0,"",2026-03-24 13:30:36.477,,y
456,-1,1418,6307,91,0,0,0,,0,0,1948,2026-03-24 13:30:36.547,,y
457,-1,1418,6307,27,0,0,0,,0,0,"1761,6",2026-03-24 13:30:36.547,,y
458,-1,1418,6307,64,0,0,0,,0,0,150,2026-03-24 13:30:36.547,,y
459,-1,1418,6307,25,0,0,0,,0,0,"1212,9",2026-03-24 13:30:36.547,,y
460,-1,1418,6307,86,0,0,0,,0,0,334,2026-03-24 13:30:36.549,,y
461,-1,1418,6307,18,0,0,0,,0,0,950,2026-03-24 13:30:36.549,,y
462,-1,1418,6307,84,0,0,0,,0,0,650,2026-03-24 13:30:36.549,,y
463,-1,1418,6307,79,0,0,0,,0,0,"29,649",2026-03-24 13:30:36.549,,y
464,-1,1418,6307,21,0,0,0,,0,0,"294,35",2026-03-24 13:30:36.549,,y
465,-1,1418,6307,26,0,0,0,,0,0,600,2026-03-24 13:30:36.549,,y
466,-1,1418,6307,57,0,0,0,,0,0,2350,2026-03-24 13:30:36.549,,y
467,-1,1418,6307,22,0,0,0,,0,0,"1500,476",2026-03-24 13:30:36.549,,y
468,-1,1418,6307,48,0,0,0,,0,0,380,2026-03-24 13:30:36.549,,y
469,-1,1418,6307,41,0,0,0,,0,0,200,2026-03-24 13:30:36.549,,y
470,-1,1418,6307,36,0,0,0,,0,0,640,2026-03-24 13:30:36.549,,y
471,-1,1418,6307,66,0,0,0,,0,0,"205,607",2026-03-24 13:30:36.549,,y
472,-1,1418,6307,77,0,0,0,,0,0,"49,58",2026-03-24 13:30:36.549,,y
473,-1,1418,6307,53,0,0,0,,0,0,75,2026-03-24 13:30:36.549,,y
474,-1,1418,6307,40,0,0,0,,0,0,4077,2026-03-24 13:30:36.549,,y
475,-1,1418,6307,78,0,0,0,,0,0,"111,86999999999999",2026-03-24 13:30:36.549,,y
476,-1,1418,6307,65,0,0,0,,0,0,2900,2026-03-24 13:30:36.549,,y
477,-1,1418,6307,67,0,0,0,,0,0,"1967,2649999999999",2026-03-24 13:30:36.549,,y
478,-1,1418,6307,16,0,0,0,,0,0,"22453,03",2026-03-24 13:30:36.549,,y
479,-1,1418,6307,24,0,0,0,,0,0,"678,87",2026-03-24 13:30:36.549,,y
480,-1,1418,6307,44,0,0,0,,0,0,20,2026-03-24 13:30:36.549,,y
481,-1,1418,6307,68,0,0,0,,0,0,144,2026-03-24 13:30:36.549,,y
482,-1,1418,6307,20,0,0,0,,0,0,"465,2",2026-03-24 13:30:36.549,,y
483,-1,1418,6307,56,0,0,0,,0,0,1000,2026-03-24 13:30:36.549,,y
484,-1,1418,6307,51,0,0,0,,0,0,70,2026-03-24 13:30:36.549,,y
485,-1,1418,6307,45,0,0,0,,0,0,500,2026-03-24 13:30:36.549,,y
486,-1,1418,6307,17,0,0,0,,0,0,2130,2026-03-24 13:30:36.549,,y
487,-1,1418,6307,12,0,0,0,,0,0,"36249,8009",2026-03-24 13:30:36.549,,y
488,-1,1418,6307,73,0,0,0,,0,0,608,2026-03-24 13:30:36.549,,y
489,-1,1418,6307,31,0,0,0,,0,0,16595,2026-03-24 13:30:36.549,,y
490,-1,1418,6307,55,0,0,0,,0,0,3450,2026-03-24 13:30:36.549,,y
491,-1,1418,6307,30,0,0,0,,0,0,"1542,5",2026-03-24 13:30:36.549,,y
492,-1,1418,6307,80,0,0,0,,0,0,"9,782",2026-03-24 13:30:36.549,,y
493,-1,1418,6307,72,0,0,0,,0,0,92,2026-03-24 13:30:36.549,,y
494,-1,1418,6307,4,0,0,0,,0,0,3000,2026-03-24 13:30:36.549,,y
495,-1,1418,6307,29,0,0,0,,0,0,1250,2026-03-24 13:30:36.549,,y
496,-1,1418,6307,58,0,0,0,,0,0,"35,294",2026-03-24 13:30:36.549,,y
497,-1,1418,6307,54,0,0,0,,0,0,100,2026-03-24 13:30:36.549,,y
498,-1,1418,6307,11,0,0,0,,0,0,"9345,79495",2026-03-24 13:30:36.549,,y
499,-1,1418,6307,34,0,0,0,,0,0,230,2026-03-24 13:30:36.549,,y
500,-1,1418,6307,69,0,0,0,,0,0,"1836,2",2026-03-24 13:30:36.549,,y
501,-1,1418,6307,59,0,0,0,,0,0,1250,2026-03-24 13:30:36.549,,y
502,-1,1418,6307,52,0,0,0,,0,0,75,2026-03-24 13:30:36.549,,y
503,-1,1418,6307,50,0,0,0,,0,0,140,2026-03-24 13:30:36.549,,y
504,-1,1418,6307,19,0,0,0,,0,0,1797,2026-03-24 13:30:36.549,,y
505,-1,1418,6307,14,0,0,0,,0,0,"4316,2",2026-03-24 13:30:36.549,,y
506,-1,1418,6307,83,0,0,0,,0,0,1358,2026-03-24 13:30:36.552,,y
507,-1,1418,6307,43,0,0,0,,0,0,250,2026-03-24 13:30:36.552,,y
508,-1,1418,6307,23,0,0,0,,0,0,"743,7000000000002",2026-03-24 13:30:36.552,,y
509,-1,1418,6307,15,0,0,0,,0,0,40138,2026-03-24 13:30:36.552,,y
510,-1,1418,6307,42,0,0,0,,0,0,200,2026-03-24 13:30:36.552,,y
511,-1,1418,6307,87,0,0,0,,0,0,"418,8",2026-03-24 13:30:36.552,,y
512,-1,1418,6307,70,0,0,0,,0,0,"164,4",2026-03-24 13:30:36.552,,y
513,-1,1418,6307,37,0,0,0,,0,0,250,2026-03-24 13:30:36.552,,y
514,-1,1418,6307,89,0,0,0,,0,0,1080,2026-03-24 13:30:36.552,,y
515,-1,1418,6307,88,0,0,0,,0,0,"10502,75",2026-03-24 13:30:36.552,,y
516,-1,1418,6307,81,0,0,0,,0,0,46,2026-03-24 13:30:36.552,,y
517,-1,1418,6307,60,0,0,0,,0,0,"386,56",2026-03-24 13:30:36.552,,y
518,-1,1418,6307,33,0,0,0,,0,0,440,2026-03-24 13:30:36.552,,y
519,-1,1418,6307,28,0,0,0,,0,0,"9254,4",2026-03-24 13:30:36.552,,y
520,-1,1418,6307,28,0,0,0,,0,0,1351,2026-03-24 13:30:36.552,,y
521,-1,1418,6307,92,0,0,0,,0,0,"305,883",2026-03-24 13:30:36.552,,y
522,-1,1418,6307,9,0,0,0,,0,0,"5024,519",2026-03-24 13:30:36.552,,y
523,-1,1418,6307,10,0,0,0,,0,0,"4721,75",2026-03-24 13:30:36.552,,y
524,-1,1418,6307,62,0,0,0,,0,0,37,2026-03-24 13:30:36.552,,y
525,-1,1418,6307,35,0,0,0,,0,0,420,2026-03-24 13:30:36.552,,y
526,-1,1418,6307,7,0,0,0,,0,0,1548,2026-03-24 13:30:36.552,,y
527,-1,1418,6307,82,0,0,0,,0,0,"4660,51",2026-03-24 13:30:36.552,,y
528,-1,1418,6307,13,0,0,0,,0,0,762,2026-03-24 13:30:36.552,,y
529,-1,1418,6307,71,0,0,0,,0,0,52,2026-03-24 13:30:36.552,,y
530,-1,1418,6307,49,0,0,0,,0,0,120,2026-03-24 13:30:36.552,,y
531,-1,1418,6307,75,0,0,0,,0,0,"414,3840000000001",2026-03-24 13:30:36.552,,y
532,-1,1418,6307,74,0,0,0,,0,0,"532,774",2026-03-24 13:30:36.552,,y
533,-1,1418,6307,47,0,0,0,,0,0,350,2026-03-24 13:30:36.552,,y
534,-1,1418,6307,32,0,0,0,,0,0,1800,2026-03-24 13:30:36.552,,y
535,-1,1418,6307,39,0,0,0,,0,0,215,2026-03-24 13:30:36.552,,y
536,-1,1418,6307,46,0,0,0,,0,0,300,2026-03-24 13:30:36.554,,y
537,-1,1418,6307,76,0,0,0,,0,0,720,2026-03-24 13:30:36.554,,y
538,-1,1418,6307,93,0,0,0,,0,0,"220338,39885",2026-03-24 13:30:36.554,,y
539,20230406,1521,6307,9,0,0,0,"500,5","0,19",1.0,596.595,2026-03-24 13:30:36.607,,y
540,20230610,1522,6307,9,0,0,0,"812,4","0,19",1.0,967.756,2026-03-24 13:30:36.607,,y
541,20230712,1523,6307,9,0,0,0,"799,385","0,19",1.0,952.26815,2026-03-24 13:30:36.607,,y
542,20230803,1524,6307,9,0,0,0,"666,112","0,19",1.0,793.67328,2026-03-24 13:30:36.607,,y
543,20230924,1525,6307,9,0,0,0,616,"0,19",1.0,734.04,2026-03-24 13:30:36.607,,y
544,20231011,1526,6307,9,0,0,0,"663,444","0,19",1.0,790.49836,2026-03-24 13:30:36.607,,y
545,20231121,1527,6307,10,0,0,0,"1081,75","0,19",1.0,1288.2825,2026-03-24 13:30:36.607,,y
546,20231121,1528,6307,9,0,0,0,"462,216","0,19",1.0,551.03704,2026-03-24 13:30:36.607,,y
547,20231206,1529,6307,11,0,0,0,"934,58","0,07",null,1000.0006,2026-03-24 13:30:36.607,,y
548,20231206,1530,6307,94,0,0,0,"420,551","0,07",null,449.98957,2026-03-24 13:30:36.607,,y
549,20231215,1531,6307,13,0,0,0,762,"0,19",1.0,907.78,2026-03-24 13:30:36.607,,y
550,20231218,1532,6307,14,0,0,0,"1690,2","0,19",1.0,2012.338,2026-03-24 13:30:36.607,,y
551,20231221,1534,6307,16,0,0,0,1425,"0,07",null,1524.75,2026-03-24 13:30:36.607,,y
552,20231221,1535,6307,10,0,0,0,3640,"0,19",1.0,4332.6,2026-03-24 13:30:36.607,,y
553,20231225,1536,6307,17,0,0,0,1800,"0,19",null,2160,2026-03-24 13:30:36.607,,y
554,20231228,1537,6307,9,0,0,0,"504,462","0,19",1.0,601.30978,2026-03-24 13:30:36.607,,y
555,20240124,1538,6307,18,0,0,0,950,"0,19",1.0,"1142,805",2026-03-24 13:30:36.607,,y
556,20240116,1530,6307,94,0,0,0,"3932,2499","0,07",null,4207.507393,2026-03-24 13:30:36.607,,y
557,20240116,1539,6307,11,0,0,0,"8411,21495","0,07",null,8999.9999965,2026-03-24 13:30:36.607,,y
558,20240711,1498,6307,19,0,0,0,1797,"0,19",1.0,2139.395857,2026-03-24 13:30:36.607,,y
559,20240717,1499,6307,20,0,0,0,"375,2","0,19",1.0,447.488,2026-03-24 13:30:36.607,,y
560,20240715,1500,6307,21,0,0,0,"210,25","0,19",1.0,251.1975,2026-03-24 13:30:36.607,,y
561,20240720,1501,6307,22,0,0,0,"1500,476","0,19",1.0,1732.9994468,2026-03-24 13:30:36.607,,y
562,20240101,1540,6307,23,0,0,0,"64,286","0,19",12.209448,87.21034,2026-03-24 13:30:36.607,,y
563,20240201,1540,6307,23,0,0,0,"64,286","0,19",12.209448,87.21034,2026-03-24 13:30:36.607,,y
564,20240301,1540,6307,23,0,0,0,"64,286","0,19",12.209448,87.21034,2026-03-24 13:30:36.607,,y
565,20240401,1540,6307,23,0,0,0,"64,286","0,19",12.209448,87.21034,2026-03-24 13:30:36.607,,y
566,20240501,1540,6307,23,0,0,0,"64,286","0,19",12.209448,87.21034,2026-03-24 13:30:36.607,,y
567,20240601,1540,6307,23,0,0,0,"64,286","0,19",12.209448,87.21034,2026-03-24 13:30:36.607,,y
568,20240701,1540,6307,23,0,0,0,"64,286","0,19",12.209448,87.21034,2026-03-24 13:30:36.607,,y
569,20240801,1540,6307,23,0,0,0,"64,286","0,19",12.209448,87.21034,2026-03-24 13:30:36.607,,y
570,20240728,1541,6307,24,0,0,0,365,"0,19",1.0,435.35,2026-03-24 13:30:36.607,,y
571,20240619,1542,6307,25,0,0,0,"1116,9","0,07",1.0,1207.252,2026-03-24 13:30:36.607,,y
572,20240527,1418,6307,26,0,0,0,600,"0,19",1.0,721,2026-03-24 13:30:36.607,,y
573,20240301,1418,6307,16,0,0,0,"21028,03","0,07",null,22499.9921,2026-03-24 13:30:36.611,,y
574,20240901,1540,6307,23,0,0,0,"64,286","0,19",12.209448,87.21034,2026-03-24 13:30:36.611,,y
575,20241001,1540,6307,23,0,0,0,"64,286","0,19",12.209448,87.21034,2026-03-24 13:30:36.611,,y
576,20241121,1382,6307,27,0,0,0,625,"0,19",1.0,752.1875,2026-03-24 13:30:36.611,,y
577,20241121,1415,6307,28,0,0,0,"65,4","0,19",1.0,78.826,2026-03-24 13:30:36.611,,y
578,20241108,1543,6307,29,0,0,0,1250,0,null,1250,2026-03-24 13:30:36.611,,y
579,20241114,1416,6307,28,0,0,0,9000,"0,19",1.0,10711,2026-03-24 13:30:36.611,,y
580,20241209,1544,6307,30,0,0,0,"207,5","0,19",1.0,247.925,2026-03-24 13:30:36.611,,y
581,20241205,1545,6307,30,0,0,0,1335,"0,19",1.0,1589.65,2026-03-24 13:30:36.611,,y
582,20241205,1418,6307,31,0,0,0,16095,0,null,16095,2026-03-24 13:30:36.611,,y
583,20250106,1418,6307,40,0,0,0,894,0,null,894,2026-03-24 13:30:36.611,,y
584,20241206,1418,6307,32,0,0,0,1800,0,null,1800,2026-03-24 13:30:36.611,,y
585,20241206,1418,6307,33,0,0,0,440,0,null,440,2026-03-24 13:30:36.611,,y
586,20241225,1418,6307,34,0,0,0,230,0,null,230,2026-03-24 13:30:36.611,,y
587,20241231,1418,6307,35,0,0,0,420,0,null,420,2026-03-24 13:30:36.611,,y
588,20240301,1418,6307,36,0,0,0,550,0,null,550,2026-03-24 13:30:36.611,,y
589,20240308,1418,6307,37,0,0,0,250,0,null,250,2026-03-24 13:30:36.611,,y
590,20241225,1418,6307,4,0,0,0,900,0,null,900,2026-03-24 13:30:36.611,,y
591,20250106,1418,6307,38,0,0,0,818,0,null,818,2026-03-24 13:30:36.611,,y
592,20241231,1418,6307,36,0,0,0,90,0,null,90,2026-03-24 13:30:36.611,,y
593,20241115,1418,6307,20,0,0,0,90,0,null,90,2026-03-24 13:30:36.611,,y
594,20241001,1418,6307,39,0,0,0,140,0,null,140,2026-03-24 13:30:36.611,,y
595,20241101,1418,6307,39,0,0,0,75,0,null,75,2026-03-24 13:30:36.611,,y
596,20241001,1418,6307,40,0,0,0,30,0,null,30,2026-03-24 13:30:36.611,,y
597,20241231,1418,6307,41,0,0,0,200,0,null,200,2026-03-24 13:30:36.611,,y
598,20241231,1418,6307,42,0,0,0,200,0,null,200,2026-03-24 13:30:36.611,,y
599,20241231,1418,6307,43,0,0,0,250,0,null,250,2026-03-24 13:30:36.611,,y
600,20241202,1418,6307,44,0,0,0,20,0,null,20,2026-03-24 13:30:36.611,,y
601,20241231,1418,6307,45,0,0,0,500,0,null,500,2026-03-24 13:30:36.611,,y
602,20241231,1418,6307,46,0,0,0,300,0,null,300,2026-03-24 13:30:36.611,,y
603,20240326,1546,6307,14,0,0,0,2626,"0,19",1.0,3125.94,2026-03-24 13:30:36.611,,y
604,20240501,1418,6307,47,0,0,0,350,0,null,350,2026-03-24 13:30:36.611,,y
605,20240401,1418,6307,31,0,0,0,500,0,1.0,501,2026-03-24 13:30:36.611,,y
606,20240501,1418,6307,27,0,0,0,"656,6","0,19",1.0,782.354,2026-03-24 13:30:36.611,,y
607,20240701,1418,6307,17,0,0,0,330,"0,19",1.0,393.7,2026-03-24 13:30:36.611,,y
608,20240610,1418,6307,27,0,0,0,480,"0,19",1.0,572.2,2026-03-24 13:30:36.611,,y
609,20240301,1418,6307,48,0,0,0,380,"0,19",1.0,453.2,2026-03-24 13:30:36.611,,y
610,20240201,1418,6307,49,0,0,0,120,0,null,120,2026-03-24 13:30:36.611,,y
611,20240301,1418,6307,50,0,0,0,140,0,null,140,2026-03-24 13:30:36.611,,y
612,20240325,1418,6307,51,0,0,0,70,0,null,70,2026-03-24 13:30:36.611,,y
613,20240301,1418,6307,52,0,0,0,75,0,null,75,2026-03-24 13:30:36.613,,y
614,20240401,1418,6307,53,0,0,0,75,0,null,75,2026-03-24 13:30:36.613,,y
615,20241223,1418,6307,28,0,0,0,189,"0,19",1.0,225.91,2026-03-24 13:30:36.613,,y
616,-1,1418,6307,8,0,0,0,,0,null,,2026-03-24 13:30:36.613,,y
617,20240315,1418,6307,54,0,0,0,100,0,null,100,2026-03-24 13:30:36.613,,y
618,-1,1418,6307,9,0,0,0,,0,0,5024.519,2026-03-24 13:30:36.667,,y
619,-1,1418,6307,10,0,0,0,,0,0,4721.75,2026-03-24 13:30:36.667,,y
620,-1,1418,6307,11,0,0,0,,0,0,9345.795,2026-03-24 13:30:36.667,,y
621,-1,1418,6307,12,0,0,0,,0,0,36249.8,2026-03-24 13:30:36.667,,y
622,-1,1418,6307,13,0,0,0,,0,0,762.0,2026-03-24 13:30:36.667,,y
623,-1,1418,6307,14,0,0,0,,0,0,4316.2,2026-03-24 13:30:36.667,,y
624,-1,1418,6307,15,0,0,0,,0,0,40138.0,2026-03-24 13:30:36.667,,y
625,-1,1418,6307,16,0,0,0,,0,0,22453.03,2026-03-24 13:30:36.667,,y
626,-1,1418,6307,17,0,0,0,,0,0,2130.0,2026-03-24 13:30:36.667,,y
627,-1,1418,6307,18,0,0,0,,0,0,950.0,2026-03-24 13:30:36.667,,y
628,-1,1418,6307,19,0,0,0,,0,0,1797.0,2026-03-24 13:30:36.667,,y
629,-1,1418,6307,20,0,0,0,,0,0,465.2,2026-03-24 13:30:36.667,,y
630,-1,1418,6307,21,0,0,0,,0,0,294.35,2026-03-24 13:30:36.667,,y
631,-1,1418,6307,22,0,0,0,,0,0,1500.476,2026-03-24 13:30:36.667,,y
632,-1,1418,6307,23,0,0,0,,0,0,743.7,2026-03-24 13:30:36.667,,y
633,-1,1418,6307,24,0,0,0,,0,0,678.87,2026-03-24 13:30:36.667,,y
634,-1,1418,6307,25,0,0,0,,0,0,1212.9,2026-03-24 13:30:36.667,,y
635,-1,1418,6307,26,0,0,0,,0,0,600.0,2026-03-24 13:30:36.667,,y
636,-1,1418,6307,27,0,0,0,,0,0,1761.6,2026-03-24 13:30:36.667,,y
637,-1,1418,6307,28,0,0,0,,0,0,9254.4,2026-03-24 13:30:36.667,,y
638,-1,1418,6307,29,0,0,0,,0,0,1250.0,2026-03-24 13:30:36.667,,y
639,-1,1418,6307,30,0,0,0,,0,0,1542.5,2026-03-24 13:30:36.667,,y
640,-1,1418,6307,31,0,0,0,,0,0,16595.0,2026-03-24 13:30:36.667,,y
641,-1,1418,6307,32,0,0,0,,0,0,1800.0,2026-03-24 13:30:36.667,,y
642,-1,1418,6307,33,0,0,0,,0,0,440.0,2026-03-24 13:30:36.667,,y
643,-1,1418,6307,34,0,0,0,,0,0,230.0,2026-03-24 13:30:36.667,,y
644,-1,1418,6307,35,0,0,0,,0,0,420.0,2026-03-24 13:30:36.667,,y
645,-1,1418,6307,36,0,0,0,,0,0,640.0,2026-03-24 13:30:36.667,,y
646,-1,1418,6307,37,0,0,0,,0,0,250.0,2026-03-24 13:30:36.667,,y
647,-1,1418,6307,4,0,0,0,,0,0,3000.0,2026-03-24 13:30:36.667,,y
648,-1,1418,6307,39,0,0,0,,0,0,215.0,2026-03-24 13:30:36.667,,y
649,-1,1418,6307,40,0,0,0,,0,0,4077.0,2026-03-24 13:30:36.667,,y
650,-1,1418,6307,41,0,0,0,,0,0,200.0,2026-03-24 13:30:36.667,,y
651,-1,1418,6307,42,0,0,0,,0,0,200.0,2026-03-24 13:30:36.667,,y
652,-1,1418,6307,43,0,0,0,,0,0,250.0,2026-03-24 13:30:36.667,,y
653,-1,1418,6307,44,0,0,0,,0,0,20.0,2026-03-24 13:30:36.667,,y
654,-1,1418,6307,45,0,0,0,,0,0,0.0,2026-03-24 13:30:36.667,,y
655,-1,1418,6307,46,0,0,0,,0,0,300.0,2026-03-24 13:30:36.667,,y
656,-1,1418,6307,47,0,0,0,,0,0,350.0,2026-03-24 13:30:36.667,,y
657,-1,1418,6307,48,0,0,0,,0,0,380.0,2026-03-24 13:30:36.667,,y
658,-1,1418,6307,49,0,0,0,,0,0,120.0,2026-03-24 13:30:36.667,,y
659,-1,1418,6307,50,0,0,0,,0,0,140.0,2026-03-24 13:30:36.667,,y
660,-1,1418,6307,51,0,0,0,,0,0,70.0,2026-03-24 13:30:36.667,,y
661,-1,1418,6307,52,0,0,0,,0,0,75.0,2026-03-24 13:30:36.667,,y
662,-1,1418,6307,53,0,0,0,,0,0,75.0,2026-03-24 13:30:36.667,,y
663,-1,1418,6307,54,0,0,0,,0,0,100.0,2026-03-24 13:30:36.667,,y
664,-1,1418,6307,55,0,0,0,,0,0,3450.0,2026-03-24 13:30:36.667,,y
665,-1,1418,6307,56,0,0,0,,0,0,1000.0,2026-03-24 13:30:36.667,,y
666,-1,1418,6307,57,0,0,0,,0,0,2350.0,2026-03-24 13:30:36.667,,y
667,-1,1418,6307,58,0,0,0,,0,0,35.294,2026-03-24 13:30:36.667,,y
668,-1,1418,6307,59,0,0,0,,0,0,1250.0,2026-03-24 13:30:36.667,,y
669,-1,1418,6307,60,0,0,0,,0,0,386.56,2026-03-24 13:30:36.667,,y
670,-1,1418,6307,62,0,0,0,,0,0,37.0,2026-03-24 13:30:36.667,,y
671,-1,1418,6307,63,0,0,0,,0,0,1948.0,2026-03-24 13:30:36.667,,y
672,-1,1418,6307,64,0,0,0,,0,0,150.0,2026-03-24 13:30:36.667,,y
673,-1,1418,6307,65,0,0,0,,0,0,2900.0,2026-03-24 13:30:36.667,,y
674,-1,1418,6307,66,0,0,0,,0,0,205.607,2026-03-24 13:30:36.667,,y
675,-1,1418,6307,67,0,0,0,,0,0,1967.265,2026-03-24 13:30:36.667,,y
676,-1,1418,6307,68,0,0,0,,0,0,144.0,2026-03-24 13:30:36.667,,y
677,-1,1418,6307,69,0,0,0,,0,0,1836.2,2026-03-24 13:30:36.667,,y
678,-1,1418,6307,70,0,0,0,,0,0,164.4,2026-03-24 13:30:36.667,,y
679,-1,1418,6307,71,0,0,0,,0,0,52.0,2026-03-24 13:30:36.667,,y
680,-1,1418,6307,72,0,0,0,,0,0,92.0,2026-03-24 13:30:36.667,,y
681,-1,1418,6307,73,0,0,0,,0,0,608.0,2026-03-24 13:30:36.667,,y
682,-1,1418,6307,74,0,0,0,,0,0,838.657,2026-03-24 13:30:36.667,,y
683,-1,1418,6307,75,0,0,0,,0,0,414.384,2026-03-24 13:30:36.667,,y
684,-1,1418,6307,76,0,0,0,,0,0,720.0,2026-03-24 13:30:36.667,,y
685,-1,1418,6307,77,0,0,0,,0,0,49.58,2026-03-24 13:30:36.667,,y
686,-1,1418,6307,78,0,0,0,,0,0,111.87,2026-03-24 13:30:36.667,,y
687,-1,1418,6307,79,0,0,0,,0,0,29.649,2026-03-24 13:30:36.667,,y
688,-1,1418,6307,80,0,0,0,,0,0,9.782,2026-03-24 13:30:36.667,,y
689,-1,1418,6307,81,0,0,0,,0,0,46.0,2026-03-24 13:30:36.667,,y
690,-1,1418,6307,82,0,0,0,,0,0,4660.51,2026-03-24 13:30:36.667,,y
691,-1,1418,6307,83,0,0,0,,0,0,1358.0,2026-03-24 13:30:36.667,,y
692,-1,1418,6307,84,0,0,0,,0,0,650.0,2026-03-24 13:30:36.667,,y
693,-1,1418,6307,86,0,0,0,,0,0,334.0,2026-03-24 13:30:36.667,,y
694,-1,1418,6307,28,0,0,0,,0,0,1351.0,2026-03-24 13:30:36.667,,y
695,-1,1418,6307,87,0,0,0,,0,0,418.8,2026-03-24 13:30:36.667,,y
696,-1,1418,6307,88,0,0,0,,0,0,10502.75,2026-03-24 13:30:36.667,,y
697,-1,1418,6307,89,0,0,0,,0,0,1080.0,2026-03-24 13:30:36.667,,y
698,-1,1418,6307,7,0,0,0,,0,0,2048.0,2026-03-24 13:30:36.667,,y
699,-1,1418,6307,90,0,0,0,,0,0,220338.4,2026-03-24 13:30:36.667,,y
