supplierFK,productFK,documentFK,dateFK,quantity,price,remise,total_ht,tva,timbre
3,7374,0,-1,0,17,0,17,0,0
3,6711,0,-1,0,15,0,15,0,0
3,6681,0,-1,0,20,0,20,0,0
3,7223,0,-1,0,20,0,20,0,0
3,7224,0,-1,0,20,0,20,0,0
3,7225,0,-1,0,20,0,20,0,0
3,6684,0,-1,0,20,0,20,0,0
3,7226,0,-1,0,20,0,20,0,0
3,7227,0,-1,0,17,0,17,0,0
3,6615,0,-1,0,25,0,25,0,0
3,7228,0,-1,0,15,0,15,0,0
3,6678,0,-1,0,15,0,15,0,0
3,7229,0,-1,0,15,0,15,0,0
3,7322,0,-1,0,15,0,15,0,0
3,7375,0,-1,0,15,0,15,0,0
3,7232,0,-1,0,90,0,90,0,0
4,7233,0,-1,0,30,0,30,0,0
4,7234,0,-1,0,40,0,40,0,0
4,7235,0,-1,0,60,0,60,0,0
3,7272,0,-1,0,0,0,"",0,0
6,7237,0,-1,0,60,0,60,0,0
6,7238,0,-1,0,60,0,60,0,0
6,7239,0,-1,0,60,0,60,0,0
6,7377,0,-1,0,100,0,100,0,0
7,7241,0,-1,0,48,0,48,0,0
7,7242,0,-1,0,48,0,48,0,0
7,7243,0,-1,0,58,0,58,0,0
7,7244,0,-1,0,28,0,28,0,0
1,7245,0,-1,0,7,0,7,0,0
