"FactShippingPK","dateFK","productFK","customerFK","documentFK","quantity","productPrice","total","deliveryPrice","startDate","endDate","flag"
1206,20250212,6706,418,1270,"2","50","100","0","2026-03-24 20:20:42.346",NULL,"y"
1207,20250212,6638,419,1271,"1","45","95","8","2026-03-24 20:20:42.346",NULL,"y"
1208,20250212,6651,419,1271,"2","25","95","8","2026-03-24 20:20:42.346",NULL,"y"
1209,20250212,6615,419,1271,"3","25","95","8","2026-03-24 20:20:42.346",NULL,"y"
1210,20250212,6630,420,1272,"1","50","50","8","2026-03-24 20:20:42.346",NULL,"y"
1211,20250211,6651,421,1273,"1","25","25","8","2026-03-24 20:20:42.346",NULL,"y"
1212,20250211,6708,422,1274,"1","50","100","8","2026-03-24 20:20:42.346",NULL,"y"
1213,20250210,6639,423,1275,"1","90","90","8","2026-03-24 20:20:42.349",NULL,"y"
1214,20250210,6691,424,1276,"1","92","109","8","2026-03-24 20:20:42.349",NULL,"y"
1215,20250210,6709,424,1276,"2","17","109","8","2026-03-24 20:20:42.349",NULL,"y"
1216,20250208,6646,425,1277,"1","45","99","8","2026-03-24 20:20:42.349",NULL,"y"
1217,20250208,6653,425,1277,"2","34","99","8","2026-03-24 20:20:42.349",NULL,"y"
1218,20250208,6601,425,1277,"3","20","99","8","2026-03-24 20:20:42.349",NULL,"y"
1219,20250206,6643,426,1278,"1","50","95","8","2026-03-24 20:20:42.349",NULL,"y"
1220,20250206,6656,426,1278,"2","45","95","8","2026-03-24 20:20:42.349",NULL,"y"
1221,20250206,6710,427,1279,"1","70","105","8","2026-03-24 20:20:42.349",NULL,"y"
1222,20250206,6657,427,1279,"2","35","105","8","2026-03-24 20:20:42.349",NULL,"y"
1223,20250205,6689,383,1280,"1","20","72","8","2026-03-24 20:20:42.349",NULL,"y"
1224,20250205,6684,383,1280,"2","20","72","8","2026-03-24 20:20:42.349",NULL,"y"
1225,20250205,6709,383,1280,"3","17","72","8","2026-03-24 20:20:42.349",NULL,"y"
1226,20250205,6678,383,1280,"4","15","72","8","2026-03-24 20:20:42.349",NULL,"y"
