"FactConcurrentPK","concurrentFK","productFK","price_product","startDate","endDate","flag"
1103,1,1103,"1.250,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1104,1,1104,"40,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1105,1,1105,"35,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1106,1,1106,"35,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1107,1,1107,"40,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1108,1,1108,"25,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1109,1,1109,"-1","2026-03-23 15:56:34.892",NULL,"y"
1110,1,1110,"-1","2026-03-23 15:56:34.892",NULL,"y"
1111,1,1111,"100,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1112,1,1112,"40,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1113,1,1113,"140,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1114,1,1114,"60,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1115,1,1115,"400,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1116,1,1116,"140,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1117,1,1117,"135,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1118,1,1118,"180,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1119,1,1119,"130,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1120,1,1120,"70,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1121,1,1121,"25,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1122,1,1122,"45,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1123,1,1123,"75,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1124,1,1124,"30,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1125,1,1125,"80,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1126,1,1126,"80,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1127,1,1127,"120,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1128,1,1128,"45,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1129,1,1129,"600,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1130,1,1130,"800,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1131,1,1131,"75,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1132,1,1132,"85,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1133,1,1133,"90,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1134,1,1134,"85,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1135,1,1135,"35,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1136,1,1136,"65,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1137,1,1137,"140,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1138,1,1138,"150,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1139,1,1139,"100,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1140,1,1140,"650,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1141,1,1141,"550,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1142,1,1142,"220,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1143,1,1143,"55,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1144,1,1144,"300,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1145,1,1145,"380,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1146,1,1146,"550,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1147,1,1147,"35,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1148,1,1148,"45,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1149,1,1149,"60,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1150,1,1150,"60,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1151,1,1151,"35,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1152,1,1152,"95,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1153,1,1153,"45,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1154,1,1154,"90,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1155,1,1155,"102,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1156,1,1156,"102,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1157,1,1157,"110,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1158,1,1158,"120,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1159,1,1159,"250,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1160,1,1160,"100,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1161,1,1161,"400,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1162,1,1162,"300,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1163,1,1163,"40,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1164,1,1164,"25,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1165,1,1165,"94,900 TND","2026-03-23 15:56:34.892",NULL,"y"
1166,1,1166,"-1","2026-03-23 15:56:34.892",NULL,"y"
1167,1,1167,"45,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1168,1,1168,"95,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1169,1,1169,"49,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1170,1,1170,"45,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1171,1,1171,"140,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1172,1,1172,"90,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1173,1,1173,"192,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1174,1,1174,"620,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1175,1,1175,"35,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1176,1,1176,"180,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1177,1,1177,"155,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1178,1,1178,"720,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1179,1,1179,"220,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1180,1,1180,"130,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1181,1,1181,"130,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1182,1,1182,"12,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1183,1,1183,"45,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1184,1,1184,"140,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1185,1,1185,"80,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1186,1,1186,"150,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1187,1,1187,"150,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1188,1,1188,"60,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1189,1,1189,"-1","2026-03-23 15:56:34.892",NULL,"y"
1190,1,1190,"22,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1191,1,1191,"350,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1192,1,1192,"185,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1193,1,1193,"-1","2026-03-23 15:56:34.892",NULL,"y"
1194,1,1194,"170,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1195,1,1195,"70,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1196,1,1196,"-1","2026-03-23 15:56:34.892",NULL,"y"
1197,1,1197,"55,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1198,1,1198,"120,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1199,1,1199,"220,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1200,1,1200,"220,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1201,1,1201,"-1","2026-03-23 15:56:34.892",NULL,"y"
1202,1,1202,"-1","2026-03-23 15:56:34.892",NULL,"y"
1203,1,1203,"90,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1204,1,1204,"-1","2026-03-23 15:56:34.892",NULL,"y"
1205,1,1205,"149,900 TND","2026-03-23 15:56:34.892",NULL,"y"
1206,1,1206,"98,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1207,1,1207,"149,900 TND","2026-03-23 15:56:34.892",NULL,"y"
1208,1,1208,"39,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1209,1,1209,"39,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1210,1,1210,"25,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1211,1,1211,"45,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1212,1,1212,"75,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1213,1,1213,"35,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1214,1,1214,"70,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1215,1,1215,"70,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1216,1,1216,"90,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1217,1,1217,"65,000 TND","2026-03-23 15:56:34.892",NULL,"y"
1218,1,1218,"80,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1219,1,1219,"35,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1220,1,1220,"45,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1221,1,1221,"30,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1222,1,1222,"-1","2026-03-23 15:56:34.908",NULL,"y"
1223,1,1223,"120,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1224,1,1224,"110,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1225,1,1225,"165,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1226,1,1226,"60,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1227,1,1227,"60,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1228,1,1228,"350,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1229,1,1229,"125,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1230,1,1230,"30,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1231,1,1231,"35,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1232,1,1232,"85,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1233,1,1233,"60,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1234,1,1234,"40,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1235,1,1235,"200,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1236,1,1236,"40,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1237,1,1237,"30,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1238,1,1238,"90,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1239,1,1239,"-1","2026-03-23 15:56:34.908",NULL,"y"
1240,1,1240,"850,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1241,1,1241,"450,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1242,1,1242,"-1","2026-03-23 15:56:34.908",NULL,"y"
1243,1,1243,"75,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1244,1,1244,"150,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1245,1,1245,"55,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1246,1,1246,"-1","2026-03-23 15:56:34.908",NULL,"y"
1247,1,1247,"-1","2026-03-23 15:56:34.908",NULL,"y"
1248,1,1248,"-1","2026-03-23 15:56:34.908",NULL,"y"
1249,1,1249,"45,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1250,1,1250,"40,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1251,1,1251,"75,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1252,1,1252,"320,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1253,1,1253,"150,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1254,1,1254,"180,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1255,1,1255,"58,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1256,1,1256,"30,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1257,1,1257,"60,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1258,1,1258,"-1","2026-03-23 15:56:34.908",NULL,"y"
1259,1,1259,"160,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1260,1,1260,"60,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1261,1,1261,"90,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1262,1,1262,"14,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1263,1,1263,"10,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1264,1,1264,"110,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1265,1,1265,"350,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1266,1,1266,"360,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1267,1,1267,"62,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1268,1,1268,"42,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1269,1,1269,"160,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1270,1,1270,"160,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1271,1,1271,"160,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1272,1,1272,"45,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1273,1,1273,"55,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1274,1,1274,"80,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1275,1,1275,"50,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1276,1,1276,"150,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1277,1,1277,"-1","2026-03-23 15:56:34.908",NULL,"y"
1278,1,1278,"-1","2026-03-23 15:56:34.908",NULL,"y"
1279,1,1279,"130,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1280,1,1280,"-1","2026-03-23 15:56:34.908",NULL,"y"
1281,1,1281,"-1","2026-03-23 15:56:34.908",NULL,"y"
1282,1,1282,"-1","2026-03-23 15:56:34.908",NULL,"y"
1283,1,1283,"-1","2026-03-23 15:56:34.908",NULL,"y"
1284,1,1284,"-1","2026-03-23 15:56:34.908",NULL,"y"
1285,1,1285,"85,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1286,1,1286,"480,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1287,1,1287,"150,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1288,1,1288,"155,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1289,1,1289,"180,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1290,1,1290,"70,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1291,1,1291,"110,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1292,1,1292,"180,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1293,1,1293,"260,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1294,1,1294,"8,500 TND","2026-03-23 15:56:34.908",NULL,"y"
1295,1,1295,"79,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1296,1,1296,"68,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1297,1,1297,"58,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1298,1,1298,"99,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1299,1,1299,"35,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1300,1,1300,"50,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1301,1,1301,"30,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1302,1,1302,"46,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1303,1,1303,"48,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1304,1,1304,"54,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1305,1,1305,"9,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1306,1,1306,"17,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1307,1,1307,"65,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1308,1,1308,"35,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1309,1,1309,"12,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1310,1,1310,"19,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1311,1,1311,"24,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1312,1,1312,"7,500 TND","2026-03-23 15:56:34.908",NULL,"y"
1313,1,1313,"22,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1314,1,1314,"19,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1315,1,1315,"14,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1316,1,1316,"10,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1317,1,1317,"12,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1318,1,1318,"10,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1319,1,1319,"15,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1320,1,1320,"10,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1321,1,1321,"16,600 TND","2026-03-23 15:56:34.908",NULL,"y"
1322,1,1322,"12,800 TND","2026-03-23 15:56:34.908",NULL,"y"
1323,1,1323,"9,700 TND","2026-03-23 15:56:34.908",NULL,"y"
1324,1,1324,"-1","2026-03-23 15:56:34.908",NULL,"y"
1325,1,1325,"7,500 TND","2026-03-23 15:56:34.908",NULL,"y"
1326,1,1326,"18,800 TND","2026-03-23 15:56:34.908",NULL,"y"
1327,1,1327,"15,600 TND","2026-03-23 15:56:34.908",NULL,"y"
1328,1,1328,"25,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1329,1,1329,"15,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1330,1,1330,"15,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1331,1,1331,"5,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1332,1,1332,"30,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1333,1,1333,"20,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1334,1,1334,"50,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1335,1,1335,"25,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1336,1,1336,"10,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1337,1,1337,"10,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1338,1,1338,"6,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1339,1,1339,"15,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1340,1,1340,"20,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1341,1,1341,"20,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1342,1,1342,"15,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1343,1,1343,"4,900 TND","2026-03-23 15:56:34.908",NULL,"y"
1344,1,1344,"1,800 TND","2026-03-23 15:56:34.908",NULL,"y"
1345,1,1345,"20,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1346,1,1346,"8,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1347,1,1347,"10,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1348,1,1348,"10,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1349,1,1349,"11,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1350,1,1350,"11,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1351,1,1351,"10,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1352,1,1352,"7,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1353,1,1353,"7,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1354,1,1354,"7,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1355,1,1355,"15,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1356,1,1356,"20,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1357,1,1357,"4,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1358,1,1358,"10,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1359,1,1359,"1,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1360,1,1360,"7,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1361,1,1361,"25,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1362,1,1362,"80,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1363,1,1363,"52,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1364,1,1364,"50,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1365,1,1365,"79,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1366,1,1366,"15,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1367,1,1367,"45,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1368,1,1368,"10,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1369,1,1369,"35,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1370,1,1370,"20,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1371,1,1371,"40,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1372,1,1372,"15,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1373,1,1373,"13,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1374,1,1374,"8,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1375,1,1375,"-1","2026-03-23 15:56:34.908",NULL,"y"
1376,1,1376,"-1","2026-03-23 15:56:34.908",NULL,"y"
1377,1,1377,"80,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1378,1,1378,"120,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1379,1,1379,"80,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1380,1,1380,"15,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1381,1,1381,"5,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1382,1,1382,"50,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1383,1,1383,"8,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1384,1,1384,"12,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1385,1,1385,"25,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1386,1,1386,"10,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1387,1,1387,"-1","2026-03-23 15:56:34.908",NULL,"y"
1388,1,1388,"18,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1389,1,1389,"2,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1390,1,1390,"20,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1391,1,1391,"7,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1392,1,1392,"18,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1393,1,1393,"10,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1394,1,1394,"40,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1395,1,1395,"35,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1396,1,1396,"19,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1397,1,1397,"40,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1398,1,1398,"20,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1399,1,1399,"85,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1400,1,1400,"12,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1401,1,1401,"35,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1402,1,1402,"15,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1403,1,1403,"-1","2026-03-23 15:56:34.908",NULL,"y"
1404,1,1404,"5,500 TND","2026-03-23 15:56:34.908",NULL,"y"
1405,1,1405,"12,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1406,1,1406,"15,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1407,1,1407,"-1","2026-03-23 15:56:34.908",NULL,"y"
1408,1,1408,"60,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1409,1,1409,"9,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1410,1,1410,"75,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1411,1,1411,"82,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1412,1,1412,"19,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1413,1,1413,"19,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1414,1,1414,"13,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1415,1,1415,"7,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1416,1,1416,"5,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1417,1,1417,"20,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1418,1,1418,"15,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1419,1,1419,"12,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1420,1,1420,"18,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1421,1,1421,"11,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1422,1,1422,"12,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1423,1,1423,"-1","2026-03-23 15:56:34.908",NULL,"y"
1424,1,1424,"-1","2026-03-23 15:56:34.908",NULL,"y"
1425,1,1425,"39,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1426,1,1426,"12,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1427,1,1427,"17,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1428,1,1428,"10,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1429,1,1429,"13,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1430,1,1430,"42,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1431,1,1431,"25,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1432,1,1432,"-1","2026-03-23 15:56:34.908",NULL,"y"
1433,1,1433,"-1","2026-03-23 15:56:34.908",NULL,"y"
1434,1,1434,"29,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1435,1,1435,"30,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1436,1,1436,"10,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1437,1,1437,"75,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1438,1,1438,"15,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1439,1,1439,"15,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1440,1,1440,"25,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1441,1,1441,"40,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1442,1,1442,"25,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1443,1,1443,"3,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1444,1,1444,"8,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1445,1,1445,"-1","2026-03-23 15:56:34.908",NULL,"y"
1446,1,1446,"-1","2026-03-23 15:56:34.908",NULL,"y"
1447,1,1447,"30,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1448,1,1448,"30,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1449,1,1449,"7,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1450,1,1450,"-1","2026-03-23 15:56:34.908",NULL,"y"
1451,1,1451,"9,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1452,1,1452,"9,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1453,1,1453,"4,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1454,1,1454,"25,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1455,1,1455,"97,300 TND","2026-03-23 15:56:34.908",NULL,"y"
1456,1,1456,"95,800 TND","2026-03-23 15:56:34.908",NULL,"y"
1457,1,1457,"18,300 TND","2026-03-23 15:56:34.908",NULL,"y"
1458,1,1458,"56,500 TND","2026-03-23 15:56:34.908",NULL,"y"
1459,1,1459,"5,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1460,1,1460,"10,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1461,1,1461,"100,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1462,1,1462,"100,000 TND","2026-03-23 15:56:34.908",NULL,"y"
1463,1,1463,"50,000 TND","2026-03-23 15:56:34.908",NULL,"y"
