"FactConcurrentPK","concurrentFK","productFK","price_product","startDate","endDate","flag"
2529,2,1552,"-1","2026-03-23 15:56:35.099",NULL,"y"
2530,2,1553,"د.ت145.00","2026-03-23 15:56:35.099",NULL,"y"
2531,2,1554,"-1","2026-03-23 15:56:35.099",NULL,"y"
2532,2,1555,"-1","2026-03-23 15:56:35.099",NULL,"y"
2533,2,1556,"-1","2026-03-23 15:56:35.099",NULL,"y"
2534,2,1557,"-1","2026-03-23 15:56:35.099",NULL,"y"
2535,2,1558,"-1","2026-03-23 15:56:35.099",NULL,"y"
2536,2,1561,"-1","2026-03-23 15:56:35.099",NULL,"y"
2537,2,1562,"-1","2026-03-23 15:56:35.099",NULL,"y"
2538,2,1563,"-1","2026-03-23 15:56:35.099",NULL,"y"
2539,2,1564,"-1","2026-03-23 15:56:35.099",NULL,"y"
2540,2,1566,"-1","2026-03-23 15:56:35.099",NULL,"y"
2541,2,1567,"-1","2026-03-23 15:56:35.099",NULL,"y"
2542,2,1568,"-1","2026-03-23 15:56:35.099",NULL,"y"
2543,2,1569,"د.ت160.00","2026-03-23 15:56:35.099",NULL,"y"
2544,2,1570,"-1","2026-03-23 15:56:35.099",NULL,"y"
2545,2,1572,"-1","2026-03-23 15:56:35.099",NULL,"y"
2546,2,1573,"-1","2026-03-23 15:56:35.099",NULL,"y"
2547,2,1574,"-1","2026-03-23 15:56:35.099",NULL,"y"
2548,2,1575,"-1","2026-03-23 15:56:35.099",NULL,"y"
2549,2,1576,"-1","2026-03-23 15:56:35.099",NULL,"y"
2550,2,1577,"-1","2026-03-23 15:56:35.099",NULL,"y"
2551,2,1578,"-1","2026-03-23 15:56:35.099",NULL,"y"
2552,2,1580,"-1","2026-03-23 15:56:35.099",NULL,"y"
2553,2,1581,"-1","2026-03-23 15:56:35.099",NULL,"y"
2554,2,1582,"-1","2026-03-23 15:56:35.099",NULL,"y"
2555,2,1583,"-1","2026-03-23 15:56:35.099",NULL,"y"
2556,2,1584,"-1","2026-03-23 15:56:35.099",NULL,"y"
2557,2,1585,"-1","2026-03-23 15:56:35.099",NULL,"y"
2558,2,1586,"-1","2026-03-23 15:56:35.099",NULL,"y"
2559,2,1587,"د.ت40.00","2026-03-23 15:56:35.099",NULL,"y"
2560,2,1588,"د.ت39.99","2026-03-23 15:56:35.099",NULL,"y"
2561,2,1589,"د.ت39.99","2026-03-23 15:56:35.099",NULL,"y"
2562,2,1590,"د.ت27.99","2026-03-23 15:56:35.099",NULL,"y"
2563,2,1591,"-1","2026-03-23 15:56:35.099",NULL,"y"
2564,2,1592,"-1","2026-03-23 15:56:35.099",NULL,"y"
2565,2,1594,"-1","2026-03-23 15:56:35.099",NULL,"y"
2566,2,1595,"-1","2026-03-23 15:56:35.099",NULL,"y"
2567,2,1596,"-1","2026-03-23 15:56:35.099",NULL,"y"
2568,2,1597,"-1","2026-03-23 15:56:35.099",NULL,"y"
2569,2,1598,"د.ت24.90","2026-03-23 15:56:35.099",NULL,"y"
2570,2,1599,"-1","2026-03-23 15:56:35.099",NULL,"y"
2571,2,1600,"-1","2026-03-23 15:56:35.099",NULL,"y"
2572,2,1601,"-1","2026-03-23 15:56:35.099",NULL,"y"
2573,2,1602,"-1","2026-03-23 15:56:35.099",NULL,"y"
2574,2,1604,"د.ت21.00","2026-03-23 15:56:35.099",NULL,"y"
2575,2,1605,"-1","2026-03-23 15:56:35.099",NULL,"y"
2576,2,1606,"د.ت23.90","2026-03-23 15:56:35.099",NULL,"y"
2577,2,1607,"-1","2026-03-23 15:56:35.099",NULL,"y"
2578,2,1608,"-1","2026-03-23 15:56:35.099",NULL,"y"
2579,2,1609,"-1","2026-03-23 15:56:35.099",NULL,"y"
2580,2,1610,"-1","2026-03-23 15:56:35.099",NULL,"y"
2581,2,1611,"د.ت19.99","2026-03-23 15:56:35.099",NULL,"y"
2582,2,1612,"د.ت35.00","2026-03-23 15:56:35.099",NULL,"y"
2583,2,1613,"-1","2026-03-23 15:56:35.099",NULL,"y"
2584,2,1614,"د.ت59.99","2026-03-23 15:56:35.099",NULL,"y"
2585,2,1615,"-1","2026-03-23 15:56:35.099",NULL,"y"
2586,2,1616,"د.ت45.00","2026-03-23 15:56:35.099",NULL,"y"
2587,2,1617,"د.ت80.00","2026-03-23 15:56:35.099",NULL,"y"
2588,2,1618,"د.ت22.00","2026-03-23 15:56:35.099",NULL,"y"
2589,2,1619,"-1","2026-03-23 15:56:35.099",NULL,"y"
2590,2,1620,"-1","2026-03-23 15:56:35.099",NULL,"y"
2591,2,1621,"-1","2026-03-23 15:56:35.099",NULL,"y"
2592,2,1622,"د.ت65.00","2026-03-23 15:56:35.099",NULL,"y"
2593,2,1623,"-1","2026-03-23 15:56:35.099",NULL,"y"
2594,2,1624,"د.ت60.00","2026-03-23 15:56:35.099",NULL,"y"
2595,2,1625,"-1","2026-03-23 15:56:35.099",NULL,"y"
2596,2,1626,"د.ت165.00","2026-03-23 15:56:35.099",NULL,"y"
2597,2,1627,"د.ت75.00","2026-03-23 15:56:35.099",NULL,"y"
2598,2,1628,"د.ت240.00","2026-03-23 15:56:35.099",NULL,"y"
2599,2,1629,"د.ت240.00","2026-03-23 15:56:35.099",NULL,"y"
2600,2,1630,"-1","2026-03-23 15:56:35.099",NULL,"y"
2601,2,1631,"د.ت155.00","2026-03-23 15:56:35.099",NULL,"y"
2602,2,1633,"-1","2026-03-23 15:56:35.099",NULL,"y"
2603,2,1634,"د.ت59.99","2026-03-23 15:56:35.099",NULL,"y"
2604,2,1635,"د.ت62.00","2026-03-23 15:56:35.099",NULL,"y"
2605,2,1636,"-1","2026-03-23 15:56:35.099",NULL,"y"
2606,2,1637,"-1","2026-03-23 15:56:35.099",NULL,"y"
2607,2,1638,"-1","2026-03-23 15:56:35.099",NULL,"y"
2608,2,1640,"د.ت25.00","2026-03-23 15:56:35.099",NULL,"y"
2609,2,1641,"د.ت21.00","2026-03-23 15:56:35.099",NULL,"y"
2610,2,1642,"د.ت16.00","2026-03-23 15:56:35.099",NULL,"y"
2611,2,1643,"د.ت25.00","2026-03-23 15:56:35.099",NULL,"y"
2612,2,1644,"-1","2026-03-23 15:56:35.099",NULL,"y"
2613,2,1645,"-1","2026-03-23 15:56:35.099",NULL,"y"
2614,2,1647,"-1","2026-03-23 15:56:35.099",NULL,"y"
2615,2,1649,"-1","2026-03-23 15:56:35.099",NULL,"y"
2616,2,1650,"-1","2026-03-23 15:56:35.099",NULL,"y"
2617,2,1651,"-1","2026-03-23 15:56:35.099",NULL,"y"
2618,2,1652,"د.ت23.90","2026-03-23 15:56:35.099",NULL,"y"
2619,2,1653,"-1","2026-03-23 15:56:35.099",NULL,"y"
2620,2,1655,"-1","2026-03-23 15:56:35.099",NULL,"y"
2621,2,1656,"-1","2026-03-23 15:56:35.099",NULL,"y"
2622,2,1657,"-1","2026-03-23 15:56:35.099",NULL,"y"
2623,2,1660,"د.ت39.90","2026-03-23 15:56:35.099",NULL,"y"
2624,2,1661,"د.ت15.00","2026-03-23 15:56:35.099",NULL,"y"
2625,2,1662,"-1","2026-03-23 15:56:35.099",NULL,"y"
2626,2,1663,"د.ت23.90","2026-03-23 15:56:35.099",NULL,"y"
2627,2,1664,"د.ت9.00","2026-03-23 15:56:35.099",NULL,"y"
2628,2,1665,"د.ت9.00","2026-03-23 15:56:35.099",NULL,"y"
2629,2,1666,"د.ت9.00","2026-03-23 15:56:35.099",NULL,"y"
2630,2,1667,"د.ت9.00","2026-03-23 15:56:35.099",NULL,"y"
2631,2,1668,"د.ت9.00","2026-03-23 15:56:35.099",NULL,"y"
2632,2,1669,"د.ت9.00","2026-03-23 15:56:35.099",NULL,"y"
2633,2,1670,"د.ت9.00","2026-03-23 15:56:35.099",NULL,"y"
2634,2,1672,"د.ت15.00","2026-03-23 15:56:35.099",NULL,"y"
2635,2,1673,"د.ت15.00","2026-03-23 15:56:35.099",NULL,"y"
2636,2,1674,"د.ت14.90","2026-03-23 15:56:35.099",NULL,"y"
2637,2,1675,"د.ت14.90","2026-03-23 15:56:35.099",NULL,"y"
2638,2,1676,"د.ت23.90","2026-03-23 15:56:35.099",NULL,"y"
2639,2,1677,"د.ت23.90","2026-03-23 15:56:35.099",NULL,"y"
2640,2,1678,"د.ت14.90","2026-03-23 15:56:35.099",NULL,"y"
2641,2,1679,"د.ت23.90","2026-03-23 15:56:35.099",NULL,"y"
2642,2,1680,"د.ت21.00","2026-03-23 15:56:35.099",NULL,"y"
2643,2,1681,"د.ت21.00","2026-03-23 15:56:35.099",NULL,"y"
2644,2,1682,"د.ت21.00","2026-03-23 15:56:35.099",NULL,"y"
2645,2,1683,"د.ت21.00","2026-03-23 15:56:35.099",NULL,"y"
2646,2,1684,"د.ت25.00","2026-03-23 15:56:35.099",NULL,"y"
2647,2,1685,"د.ت24.90","2026-03-23 15:56:35.099",NULL,"y"
2648,2,1686,"د.ت25.00","2026-03-23 15:56:35.099",NULL,"y"
2649,2,1687,"د.ت25.00","2026-03-23 15:56:35.099",NULL,"y"
2650,2,1688,"د.ت25.00","2026-03-23 15:56:35.099",NULL,"y"
2651,2,1689,"د.ت60.00","2026-03-23 15:56:35.099",NULL,"y"
2652,2,1690,"د.ت60.00","2026-03-23 15:56:35.099",NULL,"y"
2653,2,1691,"د.ت60.00","2026-03-23 15:56:35.099",NULL,"y"
2654,2,1692,"د.ت60.00","2026-03-23 15:56:35.099",NULL,"y"
2655,2,1693,"د.ت60.00","2026-03-23 15:56:35.099",NULL,"y"
2656,2,1694,"د.ت60.00","2026-03-23 15:56:35.099",NULL,"y"
2657,2,1695,"د.ت60.00","2026-03-23 15:56:35.099",NULL,"y"
2658,2,1696,"د.ت19.99","2026-03-23 15:56:35.099",NULL,"y"
2659,2,1697,"-1","2026-03-23 15:56:35.099",NULL,"y"
2660,2,1698,"-1","2026-03-23 15:56:35.099",NULL,"y"
2661,2,1699,"-1","2026-03-23 15:56:35.099",NULL,"y"
2662,2,1700,"-1","2026-03-23 15:56:35.099",NULL,"y"
2663,2,1701,"-1","2026-03-23 15:56:35.099",NULL,"y"
2664,2,1702,"-1","2026-03-23 15:56:35.099",NULL,"y"
2665,2,1703,"-1","2026-03-23 15:56:35.099",NULL,"y"
2666,2,1704,"-1","2026-03-23 15:56:35.099",NULL,"y"
2667,2,1705,"-1","2026-03-23 15:56:35.099",NULL,"y"
2668,2,1706,"-1","2026-03-23 15:56:35.099",NULL,"y"
2669,2,1707,"-1","2026-03-23 15:56:35.099",NULL,"y"
2670,2,1708,"-1","2026-03-23 15:56:35.099",NULL,"y"
2671,2,1709,"-1","2026-03-23 15:56:35.099",NULL,"y"
2672,2,1710,"-1","2026-03-23 15:56:35.099",NULL,"y"
2673,2,1711,"-1","2026-03-23 15:56:35.099",NULL,"y"
2674,2,1712,"-1","2026-03-23 15:56:35.099",NULL,"y"
2675,2,1713,"-1","2026-03-23 15:56:35.099",NULL,"y"
2676,2,1714,"-1","2026-03-23 15:56:35.099",NULL,"y"
2677,2,1715,"د.ت30.00","2026-03-23 15:56:35.099",NULL,"y"
2678,2,1716,"-1","2026-03-23 15:56:35.099",NULL,"y"
2679,2,1717,"د.ت30.00","2026-03-23 15:56:35.099",NULL,"y"
2680,2,1719,"-1","2026-03-23 15:56:35.099",NULL,"y"
2681,2,1720,"-1","2026-03-23 15:56:35.099",NULL,"y"
2682,2,1721,"-1","2026-03-23 15:56:35.099",NULL,"y"
2683,2,1722,"-1","2026-03-23 15:56:35.099",NULL,"y"
2684,2,1723,"-1","2026-03-23 15:56:35.099",NULL,"y"
2685,2,1724,"-1","2026-03-23 15:56:35.099",NULL,"y"
2686,2,1725,"-1","2026-03-23 15:56:35.099",NULL,"y"
2687,2,1726,"د.ت25.00","2026-03-23 15:56:35.099",NULL,"y"
2688,2,1727,"-1","2026-03-23 15:56:35.099",NULL,"y"
2689,2,1728,"-1","2026-03-23 15:56:35.099",NULL,"y"
2690,2,1729,"د.ت39.99","2026-03-23 15:56:35.099",NULL,"y"
2691,2,1730,"-1","2026-03-23 15:56:35.099",NULL,"y"
2692,2,1732,"-1","2026-03-23 15:56:35.099",NULL,"y"
2693,2,1734,"د.ت12.00","2026-03-23 15:56:35.099",NULL,"y"
2694,2,1735,"د.ت245.13","2026-03-23 15:56:35.099",NULL,"y"
2695,2,1736,"د.ت100.74","2026-03-23 15:56:35.099",NULL,"y"
2696,2,1737,"-1","2026-03-23 15:56:35.099",NULL,"y"
2697,2,1738,"د.ت80.59","2026-03-23 15:56:35.099",NULL,"y"
2698,2,1739,"-1","2026-03-23 15:56:35.099",NULL,"y"
2699,2,1740,"-1","2026-03-23 15:56:35.099",NULL,"y"
2700,2,1741,"-1","2026-03-23 15:56:35.099",NULL,"y"
2701,2,1743,"-1","2026-03-23 15:56:35.099",NULL,"y"
2702,2,1744,"-1","2026-03-23 15:56:35.099",NULL,"y"
2703,2,1745,"-1","2026-03-23 15:56:35.099",NULL,"y"
2704,2,1746,"د.ت400.00","2026-03-23 15:56:35.099",NULL,"y"
2705,2,1748,"د.ت280.00","2026-03-23 15:56:35.099",NULL,"y"
2706,2,1749,"د.ت25.00","2026-03-23 15:56:35.099",NULL,"y"
2707,2,1750,"د.ت7.00","2026-03-23 15:56:35.099",NULL,"y"
2708,2,1752,"د.ت29.99","2026-03-23 15:56:35.099",NULL,"y"
2709,2,1753,"د.ت255.21","2026-03-23 15:56:35.099",NULL,"y"
2710,2,1754,"د.ت61.90","2026-03-23 15:56:35.099",NULL,"y"
2711,2,1755,"د.ت27.99","2026-03-23 15:56:35.099",NULL,"y"
2712,2,1756,"-1","2026-03-23 15:56:35.099",NULL,"y"
2713,2,1757,"د.ت16.00","2026-03-23 15:56:35.099",NULL,"y"
2714,2,1758,"-1","2026-03-23 15:56:35.099",NULL,"y"
2715,2,1759,"د.ت180.00","2026-03-23 15:56:35.099",NULL,"y"
2716,2,1761,"د.ت24.99","2026-03-23 15:56:35.099",NULL,"y"
2717,2,1762,"-1","2026-03-23 15:56:35.099",NULL,"y"
2718,2,1763,"د.ت220.00","2026-03-23 15:56:35.099",NULL,"y"
2719,2,1764,"د.ت590.00","2026-03-23 15:56:35.099",NULL,"y"
2720,2,1765,"د.ت400.00","2026-03-23 15:56:35.099",NULL,"y"
2721,2,1766,"د.ت220.00","2026-03-23 15:56:35.099",NULL,"y"
2722,2,1767,"د.ت370.00","2026-03-23 15:56:35.099",NULL,"y"
2723,2,1768,"د.ت400.00","2026-03-23 15:56:35.099",NULL,"y"
2724,2,1769,"-1","2026-03-23 15:56:35.099",NULL,"y"
2725,2,1771,"د.ت800.00","2026-03-23 15:56:35.099",NULL,"y"
2726,2,1772,"د.ت400.00","2026-03-23 15:56:35.099",NULL,"y"
2727,2,1773,"-1","2026-03-23 15:56:35.099",NULL,"y"
2728,2,1774,"-1","2026-03-23 15:56:35.099",NULL,"y"
2729,2,1775,"-1","2026-03-23 15:56:35.099",NULL,"y"
2730,2,1776,"-1","2026-03-23 15:56:35.099",NULL,"y"
2731,2,1777,"-1","2026-03-23 15:56:35.099",NULL,"y"
2732,2,1779,"د.ت191.41","2026-03-23 15:56:35.099",NULL,"y"
2733,2,1780,"-1","2026-03-23 15:56:35.099",NULL,"y"
2734,2,1781,"د.ت228.34","2026-03-23 15:56:35.099",NULL,"y"
2735,2,1782,"د.ت16.00","2026-03-23 15:56:35.099",NULL,"y"
2736,2,1783,"-1","2026-03-23 15:56:35.099",NULL,"y"
2737,2,1784,"-1","2026-03-23 15:56:35.099",NULL,"y"
2738,2,1785,"د.ت25.00","2026-03-23 15:56:35.099",NULL,"y"
2739,2,1786,"-1","2026-03-23 15:56:35.099",NULL,"y"
2740,2,1787,"-1","2026-03-23 15:56:35.099",NULL,"y"
2741,2,1788,"-1","2026-03-23 15:56:35.099",NULL,"y"
2742,2,1789,"-1","2026-03-23 15:56:35.099",NULL,"y"
2743,2,1790,"د.ت83.95","2026-03-23 15:56:35.099",NULL,"y"
2744,2,1791,"-1","2026-03-23 15:56:35.099",NULL,"y"
2745,2,1792,"د.ت54.99","2026-03-23 15:56:35.099",NULL,"y"
2746,2,1793,"-1","2026-03-23 15:56:35.099",NULL,"y"
2747,2,1795,"-1","2026-03-23 15:56:35.099",NULL,"y"
2748,2,1796,"-1","2026-03-23 15:56:35.099",NULL,"y"
2749,2,1797,"-1","2026-03-23 15:56:35.099",NULL,"y"
2750,2,1798,"د.ت99.00","2026-03-23 15:56:35.099",NULL,"y"
2751,2,1799,"-1","2026-03-23 15:56:35.099",NULL,"y"
2752,2,1800,"د.ت10.00","2026-03-23 15:56:35.099",NULL,"y"
2753,2,1801,"-1","2026-03-23 15:56:35.099",NULL,"y"
2754,2,1802,"د.ت150.00","2026-03-23 15:56:35.099",NULL,"y"
2755,2,1803,"-1","2026-03-23 15:56:35.099",NULL,"y"
2756,2,1804,"د.ت31.00","2026-03-23 15:56:35.099",NULL,"y"
2757,2,1805,"-1","2026-03-23 15:56:35.099",NULL,"y"
2758,2,1806,"-1","2026-03-23 15:56:35.099",NULL,"y"
2759,2,1807,"د.ت120.00","2026-03-23 15:56:35.099",NULL,"y"
2760,2,1808,"د.ت31.00","2026-03-23 15:56:35.099",NULL,"y"
2761,2,1809,"د.ت110.00","2026-03-23 15:56:35.099",NULL,"y"
2762,2,1810,"-1","2026-03-23 15:56:35.099",NULL,"y"
2763,2,1811,"-1","2026-03-23 15:56:35.099",NULL,"y"
2764,2,1812,"-1","2026-03-23 15:56:35.099",NULL,"y"
2765,2,1813,"-1","2026-03-23 15:56:35.099",NULL,"y"
2766,2,1814,"-1","2026-03-23 15:56:35.099",NULL,"y"
2767,2,1815,"-1","2026-03-23 15:56:35.099",NULL,"y"
2768,2,1816,"-1","2026-03-23 15:56:35.099",NULL,"y"
2769,2,1817,"-1","2026-03-23 15:56:35.099",NULL,"y"
2770,2,1818,"-1","2026-03-23 15:56:35.099",NULL,"y"
2771,2,1819,"-1","2026-03-23 15:56:35.099",NULL,"y"
2772,2,1820,"-1","2026-03-23 15:56:35.099",NULL,"y"
2773,2,1822,"د.ت76.90","2026-03-23 15:56:35.099",NULL,"y"
2774,2,1823,"د.ت319.01","2026-03-23 15:56:35.099",NULL,"y"
2775,2,1824,"د.ت19.99","2026-03-23 15:56:35.099",NULL,"y"
2776,2,1825,"-1","2026-03-23 15:56:35.099",NULL,"y"
2777,2,1826,"د.ت130.96","2026-03-23 15:56:35.099",NULL,"y"
2778,2,1827,"-1","2026-03-23 15:56:35.099",NULL,"y"
2779,2,1828,"-1","2026-03-23 15:56:35.099",NULL,"y"
2780,2,1829,"-1","2026-03-23 15:56:35.099",NULL,"y"
2781,2,1830,"-1","2026-03-23 15:56:35.099",NULL,"y"
2782,2,1831,"-1","2026-03-23 15:56:35.099",NULL,"y"
2783,2,1832,"-1","2026-03-23 15:56:35.099",NULL,"y"
2784,2,1833,"-1","2026-03-23 15:56:35.099",NULL,"y"
2785,2,1834,"-1","2026-03-23 15:56:35.099",NULL,"y"
2786,2,1835,"-1","2026-03-23 15:56:35.099",NULL,"y"
2787,2,1836,"-1","2026-03-23 15:56:35.099",NULL,"y"
2788,2,1838,"-1","2026-03-23 15:56:35.099",NULL,"y"
2789,2,1839,"د.ت50.00","2026-03-23 15:56:35.099",NULL,"y"
2790,2,1840,"-1","2026-03-23 15:56:35.099",NULL,"y"
2791,2,1841,"-1","2026-03-23 15:56:35.099",NULL,"y"
2792,2,1842,"-1","2026-03-23 15:56:35.099",NULL,"y"
2793,2,1843,"-1","2026-03-23 15:56:35.099",NULL,"y"
2794,2,1844,"-1","2026-03-23 15:56:35.099",NULL,"y"
2795,2,1845,"-1","2026-03-23 15:56:35.099",NULL,"y"
2796,2,1846,"-1","2026-03-23 15:56:35.099",NULL,"y"
2797,2,1847,"-1","2026-03-23 15:56:35.099",NULL,"y"
2798,2,1848,"-1","2026-03-23 15:56:35.099",NULL,"y"
2799,2,1849,"-1","2026-03-23 15:56:35.099",NULL,"y"
2800,2,1850,"-1","2026-03-23 15:56:35.099",NULL,"y"
2801,2,1851,"-1","2026-03-23 15:56:35.099",NULL,"y"
2802,2,1852,"د.ت19.99","2026-03-23 15:56:35.099",NULL,"y"
2803,2,1853,"-1","2026-03-23 15:56:35.099",NULL,"y"
2804,2,1854,"د.ت50.00","2026-03-23 15:56:35.099",NULL,"y"
2805,2,1855,"د.ت169.00","2026-03-23 15:56:35.099",NULL,"y"
2806,2,1856,"-1","2026-03-23 15:56:35.099",NULL,"y"
2807,2,1857,"-1","2026-03-23 15:56:35.099",NULL,"y"
2808,2,1858,"-1","2026-03-23 15:56:35.099",NULL,"y"
2809,2,1859,"د.ت60.00","2026-03-23 15:56:35.099",NULL,"y"
2810,2,1860,"د.ت40.00","2026-03-23 15:56:35.099",NULL,"y"
2811,2,1861,"د.ت40.00","2026-03-23 15:56:35.099",NULL,"y"
2812,2,1862,"د.ت30.00","2026-03-23 15:56:35.099",NULL,"y"
2813,2,1863,"د.ت160.00","2026-03-23 15:56:35.099",NULL,"y"
2814,2,1864,"د.ت30.00","2026-03-23 15:56:35.099",NULL,"y"
2815,2,1865,"د.ت160.00","2026-03-23 15:56:35.099",NULL,"y"
2816,2,1866,"د.ت80.00","2026-03-23 15:56:35.099",NULL,"y"
2817,2,1867,"-1","2026-03-23 15:56:35.099",NULL,"y"
2818,2,1868,"د.ت255.21","2026-03-23 15:56:35.099",NULL,"y"
2819,2,1869,"د.ت194.76","2026-03-23 15:56:35.099",NULL,"y"
2820,2,1870,"-1","2026-03-23 15:56:35.099",NULL,"y"
2821,2,1871,"-1","2026-03-23 15:56:35.099",NULL,"y"
2822,2,1872,"د.ت107.46","2026-03-23 15:56:35.099",NULL,"y"
2823,2,1873,"-1","2026-03-23 15:56:35.099",NULL,"y"
2824,2,1874,"-1","2026-03-23 15:56:35.099",NULL,"y"
2825,2,1875,"-1","2026-03-23 15:56:35.099",NULL,"y"
2826,2,1876,"-1","2026-03-23 15:56:35.099",NULL,"y"
2827,2,1878,"-1","2026-03-23 15:56:35.099",NULL,"y"
2828,2,1879,"-1","2026-03-23 15:56:35.099",NULL,"y"
2829,2,1880,"-1","2026-03-23 15:56:35.099",NULL,"y"
2830,2,1881,"-1","2026-03-23 15:56:35.099",NULL,"y"
2831,2,1882,"-1","2026-03-23 15:56:35.099",NULL,"y"
2832,2,1883,"-1","2026-03-23 15:56:35.099",NULL,"y"
2833,2,1884,"د.ت165.00","2026-03-23 15:56:35.099",NULL,"y"
2834,2,1885,"د.ت165.00","2026-03-23 15:56:35.099",NULL,"y"
2835,2,1886,"د.ت135.00","2026-03-23 15:56:35.099",NULL,"y"
2836,2,1887,"-1","2026-03-23 15:56:35.099",NULL,"y"
2837,2,1888,"د.ت164.54","2026-03-23 15:56:35.099",NULL,"y"
2838,2,1889,"د.ت63.80","2026-03-23 15:56:35.099",NULL,"y"
2839,2,1890,"د.ت117.53","2026-03-23 15:56:35.099",NULL,"y"
2840,2,1891,"د.ت28.00","2026-03-23 15:56:35.099",NULL,"y"
2841,2,1892,"-1","2026-03-23 15:56:35.099",NULL,"y"
2842,2,1893,"-1","2026-03-23 15:56:35.099",NULL,"y"
2843,2,1894,"-1","2026-03-23 15:56:35.099",NULL,"y"
2844,2,1895,"د.ت225.00","2026-03-23 15:56:35.099",NULL,"y"
2845,2,1896,"-1","2026-03-23 15:56:35.099",NULL,"y"
2846,2,1897,"-1","2026-03-23 15:56:35.099",NULL,"y"
2847,2,1898,"-1","2026-03-23 15:56:35.099",NULL,"y"
2848,2,1899,"-1","2026-03-23 15:56:35.099",NULL,"y"
2849,2,1900,"د.ت95.00","2026-03-23 15:56:35.099",NULL,"y"
2850,2,1901,"-1","2026-03-23 15:56:35.099",NULL,"y"
2851,2,1902,"-1","2026-03-23 15:56:35.099",NULL,"y"
2852,2,1903,"د.ت15.00","2026-03-23 15:56:35.099",NULL,"y"
2853,2,1904,"-1","2026-03-23 15:56:35.099",NULL,"y"
2854,2,1905,"-1","2026-03-23 15:56:35.099",NULL,"y"
2855,2,1906,"-1","2026-03-23 15:56:35.099",NULL,"y"
2856,2,1907,"-1","2026-03-23 15:56:35.099",NULL,"y"
2857,2,1908,"د.ت19.99","2026-03-23 15:56:35.099",NULL,"y"
2858,2,1909,"د.ت27.99","2026-03-23 15:56:35.099",NULL,"y"
2859,2,1910,"د.ت70.00","2026-03-23 15:56:35.099",NULL,"y"
2860,2,1911,"-1","2026-03-23 15:56:35.099",NULL,"y"
2861,2,1912,"-1","2026-03-23 15:56:35.099",NULL,"y"
2862,2,1913,"-1","2026-03-23 15:56:35.099",NULL,"y"
2863,2,1914,"د.ت261.92","2026-03-23 15:56:35.099",NULL,"y"
2864,2,1916,"-1","2026-03-23 15:56:35.099",NULL,"y"
2865,2,1917,"-1","2026-03-23 15:56:35.099",NULL,"y"
2866,2,1918,"-1","2026-03-23 15:56:35.099",NULL,"y"
2867,2,1919,"-1","2026-03-23 15:56:35.099",NULL,"y"
2868,2,1920,"-1","2026-03-23 15:56:35.099",NULL,"y"
2869,2,1921,"-1","2026-03-23 15:56:35.099",NULL,"y"
2870,2,1922,"-1","2026-03-23 15:56:35.099",NULL,"y"
2871,2,1923,"-1","2026-03-23 15:56:35.099",NULL,"y"
2872,2,1924,"-1","2026-03-23 15:56:35.099",NULL,"y"
2873,2,1925,"-1","2026-03-23 15:56:35.099",NULL,"y"
2874,2,1926,"-1","2026-03-23 15:56:35.099",NULL,"y"
2875,2,1928,"-1","2026-03-23 15:56:35.099",NULL,"y"
2876,2,1929,"-1","2026-03-23 15:56:35.099",NULL,"y"
2877,2,1930,"-1","2026-03-23 15:56:35.099",NULL,"y"
2878,2,1931,"-1","2026-03-23 15:56:35.099",NULL,"y"
2879,2,1932,"-1","2026-03-23 15:56:35.099",NULL,"y"
2880,2,1933,"-1","2026-03-23 15:56:35.099",NULL,"y"
2881,2,1935,"-1","2026-03-23 15:56:35.099",NULL,"y"
2882,2,1936,"-1","2026-03-23 15:56:35.099",NULL,"y"
2883,2,1937,"د.ت75.00","2026-03-23 15:56:35.099",NULL,"y"
2884,2,1938,"-1","2026-03-23 15:56:35.099",NULL,"y"
2885,2,1939,"-1","2026-03-23 15:56:35.099",NULL,"y"
2886,2,1940,"-1","2026-03-23 15:56:35.099",NULL,"y"
2887,2,1941,"-1","2026-03-23 15:56:35.099",NULL,"y"
2888,2,1942,"-1","2026-03-23 15:56:35.099",NULL,"y"
2889,2,1943,"-1","2026-03-23 15:56:35.099",NULL,"y"
2890,2,1944,"د.ت167.30","2026-03-23 15:56:35.099",NULL,"y"
2891,2,1945,"د.ت45.00","2026-03-23 15:56:35.099",NULL,"y"
2892,2,1946,"د.ت36.00","2026-03-23 15:56:35.099",NULL,"y"
2893,2,1947,"د.ت13.00","2026-03-23 15:56:35.099",NULL,"y"
2894,2,1948,"د.ت63.00","2026-03-23 15:56:35.099",NULL,"y"
2895,2,1949,"د.ت108.00","2026-03-23 15:56:35.099",NULL,"y"
2896,2,1951,"د.ت134.32","2026-03-23 15:56:35.099",NULL,"y"
2897,2,1952,"د.ت85.00","2026-03-23 15:56:35.099",NULL,"y"
2898,2,1953,"د.ت265.00","2026-03-23 15:56:35.099",NULL,"y"
2899,2,1954,"-1","2026-03-23 15:56:35.099",NULL,"y"
2900,2,1955,"-1","2026-03-23 15:56:35.099",NULL,"y"
2901,2,1956,"-1","2026-03-23 15:56:35.099",NULL,"y"
2902,2,1957,"-1","2026-03-23 15:56:35.099",NULL,"y"
2903,2,1958,"-1","2026-03-23 15:56:35.099",NULL,"y"
2904,2,1959,"-1","2026-03-23 15:56:35.099",NULL,"y"
2905,2,1960,"-1","2026-03-23 15:56:35.099",NULL,"y"
